,year,month,emd_nm,resd_work20_visit_age,work_age_0-10
532,2019,1,아라동,35742595.3088,482155.4015
533,2019,1,안덕면,17431518.9801,523744.01590000006
534,2019,1,애월읍,39525912.215900004,177948.3115
535,2019,1,연동,50888855.4189,553641.9824999999
536,2019,1,영천동,5869297.021599999,87724.82209999999
537,2019,1,예래동,7990670.7466,17493.3574
538,2019,1,오라동,19377487.602700002,87398.35990000001
539,2019,1,외도동,10669957.052299999,63051.56240000001
540,2019,1,용담1동,7793381.194399999,81155.32620000001
541,2019,1,용담2동,17345683.0568,248771.8364
542,2019,1,우도면,1697445.4449999998,4135.3413
543,2019,1,이도1동,11257560.309499998,90884.9579
544,2019,1,이도2동,59245924.47040001,1065025.8146
545,2019,1,이호동,4545846.508,10082.2801
546,2019,1,일도1동,3110380.2614,12058.064699999995
547,2019,1,일도2동,29232981.6161,208725.7164
548,2019,1,정방동,5005134.5907,17943.933600000004
549,2019,1,조천읍,21926530.4997,100904.89180000001
550,2019,1,중문동,9757116.499300001,77626.46899999998
551,2019,1,중앙동,5389412.7032,104598.59369999998
552,2019,1,천지동,2108595.9699,891.0419999999999
553,2019,1,추자면,1931710.5050000001,1411.7474000000002
554,2019,1,표선면,10698730.6899,50189.498999999996
555,2019,1,한경면,6573066.799800001,31800.130299999997
556,2019,1,한림읍,19984763.6511,115808.26170000003
557,2019,1,화북동,24884146.852399997,340618.35149999993
558,2019,1,효돈동,3944491.2702,21470.874000000003
559,2019,2,건입동,8881957.119099999,29056.135500000004
560,2019,2,구좌읍,13132798.8886,49259.8334
561,2019,2,남원읍,13383733.316399999,52162.0726
562,2019,2,노형동,49097529.45119999,524825.6561
563,2019,2,대륜동,14435982.726799998,53464.7972
564,2019,2,대정읍,14868782.9162,56860.7154
565,2019,2,대천동,7506504.4098,36248.56039999999
566,2019,2,도두동,3291362.2678000005,7149.266100000001
567,2019,2,동홍동,16575811.2185,190111.96679999997
568,2019,2,봉개동,5036084.8342,10799.979200000002
569,2019,2,삼도1동,10455431.5022,60445.019700000004
570,2019,2,삼도2동,7122783.045700001,35073.7993
571,2019,2,삼양동,17130404.227,55792.57480000001
572,2019,2,서홍동,5561715.421599999,31746.392199999995
573,2019,2,성산읍,14462380.8251,35722.585
574,2019,2,송산동,2284197.2298,11131.0937
575,2019,2,아라동,31712204.271300003,153301.80090000003
576,2019,2,안덕면,15893562.910999998,270547.40020000003
577,2019,2,애월읍,34964449.031899996,144656.00569999998
578,2019,2,연동,45065184.6006,350571.9294
579,2019,2,영천동,4998768.417299999,38200.9861
580,2019,2,예래동,7375844.2971,17813.8016
581,2019,2,오라동,17874667.3353,90648.8922
582,2019,2,외도동,9909250.0674,79022.11869999999
583,2019,2,용담1동,7161750.163699999,37846.97709999999
584,2019,2,용담2동,16507572.2471,108297.01719999999
585,2019,2,우도면,1526249.4485,666.3336000000002
586,2019,2,이도1동,10264399.686300002,75728.66589999999
587,2019,2,이도2동,53129421.6075,900658.0803999999
588,2019,2,이호동,4107593.016899999,4410.7899
589,2019,2,일도1동,2914168.6934,9537.055800000002
590,2019,2,일도2동,26577191.4529,167010.51719999997
591,2019,2,정방동,4160594.2968,25254.476599999998
592,2019,2,조천읍,19757831.6964,74419.951
593,2019,2,중문동,8721941.9441,35102.9802
594,2019,2,중앙동,4702145.464699999,70698.2509
595,2019,2,천지동,1683489.8449,8785.271500000003
596,2019,2,추자면,1603929.6572,2967.4263
597,2019,2,표선면,9666496.835900001,35335.823000000004
598,2019,2,한경면,5984612.1464,23230.7276
599,2019,2,한림읍,18380576.2126,63875.43269999999
600,2019,2,화북동,22549242.4457,173196.21630000003
601,2019,2,효돈동,3486404.0265000006,8491.055999999999
602,2019,3,건입동,9521439.7953,38648.6956
603,2019,3,구좌읍,14415601.559800003,38114.3328
604,2019,3,남원읍,13813058.171800002,16677.966
605,2019,3,노형동,54599461.0754,708401.2259000001
606,2019,3,대륜동,15660862.2532,57518.457599999994
607,2019,3,대정읍,16370872.719400002,62485.208
608,2019,3,대천동,8056151.7385,50884.06759999999
609,2019,3,도두동,3448175.6729999995,9342.6191
610,2019,3,동홍동,17773642.447699998,164726.6263
611,2019,3,봉개동,6296366.0186,26565.7214
612,2019,3,삼도1동,10992114.0227,77801.78479999998
613,2019,3,삼도2동,7662408.042099999,38660.4007
614,2019,3,삼양동,17884290.6874,73597.674
615,2019,3,서홍동,5956183.1570999995,39616.71390000001
616,2019,3,성산읍,15187542.974599998,50961.474
617,2019,3,송산동,2366281.5923999995,3111.174400000001
618,2019,3,아라동,40772844.0871,233304.73750000005
619,2019,3,안덕면,17406399.3783,358751.12240000005
620,2019,3,애월읍,39538249.300699994,163393.6366
621,2019,3,연동,49245570.043500006,371302.9965
622,2019,3,영천동,5777119.918500001,23852.333599999998
623,2019,3,예래동,7097407.984300001,8677.1065
624,2019,3,오라동,19048045.2655,88461.79810000001
625,2019,3,외도동,10275617.561200002,76195.2536
626,2019,3,용담1동,7707228.1993,36148.922699999996
627,2019,3,용담2동,17094427.1902,108566.7936
628,2019,3,우도면,1692359.8261999998,77.6284
629,2019,3,이도1동,11872488.0236,79953.86360000001
630,2019,3,이도2동,55856315.347799994,955968.3700000001
631,2019,3,이호동,4446162.7311,3256.084
632,2019,3,일도1동,2950336.9233999997,9521.1126
633,2019,3,일도2동,27178803.7456,157446.9439
634,2019,3,정방동,4232492.736199999,28031.5665
635,2019,3,조천읍,21852013.0872,68173.90529999998
636,2019,3,중문동,9653700.8698,38601.130300000004
637,2019,3,중앙동,5073325.429599999,83268.3995
638,2019,3,천지동,1754668.1790999998,8072.752600000001
639,2019,3,추자면,1965985.4326999998,0.0
640,2019,3,표선면,10708478.104600001,29202.520300000004
641,2019,3,한경면,6558608.5604,6508.7234
642,2019,3,한림읍,20548278.8789,61826.8511
643,2019,3,화북동,24750003.489100005,187786.70130000002
644,2019,3,효돈동,3461626.5592000005,10947.273000000001
645,2019,4,건입동,9051181.190200001,121597.3604
646,2019,4,구좌읍,14450483.564800002,404421.1437
647,2019,4,남원읍,14143202.355999999,48545.279800000004
648,2019,4,노형동,52117962.107,1775734.9227
649,2019,4,대륜동,15319290.3846,276837.4562
650,2019,4,대정읍,15956416.7024,186890.07970000003
651,2019,4,대천동,8143227.7874,115758.71599999999
652,2019,4,도두동,3627211.4466000004,5517.2017
653,2019,4,동홍동,16899719.2259,485382.6122000001
654,2019,4,봉개동,6077504.645,668771.9599000001
655,2019,4,삼도1동,10357534.9144,77491.1813
656,2019,4,삼도2동,7291985.6432,58122.2301
657,2019,4,삼양동,17154187.4775,110466.0609
658,2019,4,서홍동,5646538.5136,86557.22020000004
659,2019,4,성산읍,15394781.613999998,54608.5258
660,2019,4,송산동,2192319.5671,9484.915099999998
661,2019,4,아라동,38155641.11670001,2524760.792800001
662,2019,4,안덕면,17347296.611100003,214532.26810000004
663,2019,4,애월읍,38805610.606,399803.43639999995
664,2019,4,연동,47344113.4044,712616.4941000001
665,2019,4,영천동,5679101.0177,301394.72530000005
666,2019,4,예래동,7078813.438,7486.737999999999
667,2019,4,오라동,18008675.674999997,44197.0657
668,2019,4,외도동,9946037.5966,44996.898
669,2019,4,용담1동,7170005.9847,117545.492
670,2019,4,용담2동,16998569.0736,622878.1694
671,2019,4,우도면,1634856.8114999998,10403.7609
672,2019,4,이도1동,12688696.1673,104715.10570000001
673,2019,4,이도2동,51731903.7089,1592241.6100000003
674,2019,4,이호동,4383409.7908,9895.3174
675,2019,4,일도1동,2845394.1007000003,8053.552500000001
676,2019,4,일도2동,25820099.299399998,203259.06590000005
677,2019,4,정방동,4068066.8804,14524.6856
678,2019,4,조천읍,22350075.3944,190794.4616
679,2019,4,중문동,9657033.819400001,121929.32640000002
680,2019,4,중앙동,4753562.5448,233868.61399999997
681,2019,4,천지동,1710817.6242999998,1251.0308
682,2019,4,추자면,1873191.6431,119.0659
683,2019,4,표선면,11364709.0143,125094.34679999998
684,2019,4,한경면,6607823.285699999,65614.72690000001
685,2019,4,한림읍,20162387.5045,466755.32920000004
686,2019,4,화북동,23437154.6073,859804.5700000001
687,2019,4,효돈동,3319556.4911,23078.407699999996
688,2019,5,건입동,9478618.6703,133427.29570000002
689,2019,5,구좌읍,15245391.8557,381733.4689
690,2019,5,남원읍,14539943.8612,42121.0497
691,2019,5,노형동,53164133.81330001,1877967.8291999996
692,2019,5,대륜동,16107640.991399998,300762.3109000001
693,2019,5,대정읍,17157162.915,184681.52419999999
694,2019,5,대천동,8641105.7785,132711.0444
695,2019,5,도두동,3904715.1068999995,6783.3163
696,2019,5,동홍동,17466747.2854,534452.1313000001
697,2019,5,봉개동,6286849.117500001,649677.3231
698,2019,5,삼도1동,10539752.8279,94651.25469999999
699,2019,5,삼도2동,7565895.176999999,63456.663400000005
700,2019,5,삼양동,17835888.0124,147400.9006
701,2019,5,서홍동,5861425.6963,90011.82320000001
702,2019,5,성산읍,16185116.161900003,54339.4813
703,2019,5,송산동,2338119.1426,10372.290500000003
704,2019,5,아라동,38650887.254,2455688.2393000005
705,2019,5,안덕면,18855178.9907,407104.65940000006
706,2019,5,애월읍,40358321.7827,371959.07219999994
707,2019,5,연동,48111874.61799999,780041.8232
708,2019,5,영천동,5768901.051100001,280186.3453
709,2019,5,예래동,7636164.6313,19198.774100000006
710,2019,5,오라동,18523074.666899998,52626.02619999999
711,2019,5,외도동,10280588.9054,51017.51120000001
712,2019,5,용담1동,7344967.9615,131129.1774
713,2019,5,용담2동,18636445.5641,634217.3817
714,2019,5,우도면,1778540.2258000001,7370.063499999998
715,2019,5,이도1동,13020383.918300001,106138.3921
716,2019,5,이도2동,52936387.34460001,1723161.4949999999
717,2019,5,이호동,4556619.2687,7619.481199999998
718,2019,5,일도1동,2954021.6835000003,4853.6112
719,2019,5,일도2동,26560803.543899998,215170.3253
720,2019,5,정방동,4451069.6478,22005.507100000003
721,2019,5,조천읍,23896403.862800002,190984.60939999996
722,2019,5,중문동,10274398.2884,110380.59409999999
723,2019,5,중앙동,4780312.045700001,182819.4352
724,2019,5,천지동,1839241.4678,1064.5462000000002
725,2019,5,추자면,1927246.2944,11051.244499999997
726,2019,5,표선면,11554078.2562,144350.97090000001
727,2019,5,한경면,6919737.270300001,59644.768
728,2019,5,한림읍,21215221.8298,503823.3239000001
729,2019,5,화북동,23925639.2209,854154.9850999999
730,2019,5,효돈동,3494345.6839000005,25703.410899999995
731,2019,6,건입동,9196074.054699998,116299.68679999997
732,2019,6,구좌읍,14840009.224399999,352382.122
733,2019,6,남원읍,13841336.9311,35097.17959999999
734,2019,6,노형동,50934285.8223,1573593.3285999997
735,2019,6,대륜동,14750084.765899999,291600.2233999999
736,2019,6,대정읍,15603350.8083,203127.27130000002
737,2019,6,대천동,8398892.011300001,118513.2146
738,2019,6,도두동,3635971.346,7406.1566
739,2019,6,동홍동,16780777.1333,531522.2801999999
740,2019,6,봉개동,5761442.8382,420275.109
741,2019,6,삼도1동,10431189.171699999,99084.2679
742,2019,6,삼도2동,7186178.896199999,45966.702300000004
743,2019,6,삼양동,17259204.972899996,126606.15079999997
744,2019,6,서홍동,5825767.304299999,106655.8281
745,2019,6,성산읍,15047328.2958,54225.9136
746,2019,6,송산동,2295040.4356000004,7178.1257000000005
747,2019,6,아라동,36698244.81,2116783.2970000003
748,2019,6,안덕면,16755042.206299998,170603.50039999996
749,2019,6,애월읍,38529746.9277,327278.4556000001
750,2019,6,연동,46160415.3422,745792.3844999999
751,2019,6,영천동,5286726.5012,287040.70530000003
752,2019,6,예래동,7094764.0125,16861.9013
753,2019,6,오라동,17214193.894899998,66954.08170000001
754,2019,6,외도동,10453747.347800002,32403.822999999997
755,2019,6,용담1동,7048508.7296,120289.90419999999
756,2019,6,용담2동,17924026.5096,546662.8953
757,2019,6,우도면,1675218.2506,4596.7075
758,2019,6,이도1동,12403593.0648,103594.51879999999
759,2019,6,이도2동,51172748.2877,1540463.0837
760,2019,6,이호동,4400429.7045,8846.3402
761,2019,6,일도1동,2828894.8575999998,10139.9267
762,2019,6,일도2동,25671373.3098,208488.13840000003
763,2019,6,정방동,3896918.1325000003,14603.694799999997
764,2019,6,조천읍,22849910.716799997,163077.83010000002
765,2019,6,중문동,9728480.578699999,129493.42240000001
766,2019,6,중앙동,4393052.825599999,176242.50089999996
767,2019,6,천지동,1705294.1717000003,3899.4101999999993
768,2019,6,추자면,1806955.3225,15878.264399999996
769,2019,6,표선면,11005251.6763,134318.4227
770,2019,6,한경면,6719228.5154,50914.62250000001
771,2019,6,한림읍,20217866.203199998,489785.31889999984
772,2019,6,화북동,23339627.0335,745921.2629
773,2019,6,효돈동,3461033.6583,26409.020299999996
774,2019,7,건입동,9858296.312800001,96020.22610000001
775,2019,7,구좌읍,16008214.8774,238684.81289999996
776,2019,7,남원읍,14895220.9364,46497.5275
777,2019,7,노형동,52973452.9852,1257819.2565000001
778,2019,7,대륜동,15985877.3127,244375.7063
779,2019,7,대정읍,15648251.424500002,160510.4226
780,2019,7,대천동,9095133.463399999,127043.12740000003
781,2019,7,도두동,3725945.7155,10138.223500000002
782,2019,7,동홍동,18075620.6061,427808.9003000001
783,2019,7,봉개동,6115208.9057,252204.02349999995
784,2019,7,삼도1동,11051867.4324,80820.505
785,2019,7,삼도2동,7491077.0374,42703.9711
786,2019,7,삼양동,18469689.5105,102001.31450000001
787,2019,7,서홍동,6164919.165,87959.06919999998
788,2019,7,성산읍,16265972.2108,56597.82980000001
789,2019,7,송산동,2393908.0572,5343.3035
790,2019,7,아라동,36487642.9779,1506322.5050000001
791,2019,7,안덕면,16669309.950400002,95351.48079999999
792,2019,7,애월읍,40972068.8508,304555.4084000001
793,2019,7,연동,48607499.7913,664104.8209999999
794,2019,7,영천동,5555915.9182,225692.67829999997
795,2019,7,예래동,7799317.6493999995,11727.3195
796,2019,7,오라동,18253669.5075,77549.6784
797,2019,7,외도동,11126381.321,63262.11810000001
798,2019,7,용담1동,7475041.808300001,101793.67809999999
799,2019,7,용담2동,18550658.134999998,478146.8210000001
800,2019,7,우도면,1860933.0357,5543.132
801,2019,7,이도1동,13250393.879800001,103097.24590000001
802,2019,7,이도2동,54292993.75469999,1408614.4808999998
803,2019,7,이호동,4857626.342,19323.7616
804,2019,7,일도1동,3056091.678,8990.836000000001
805,2019,7,일도2동,27347390.464199997,243768.59670000002
806,2019,7,정방동,4330699.556,8160.594400000001
807,2019,7,조천읍,24577625.4172,155226.36429999996
808,2019,7,중문동,10361795.4477,104967.89210000001
809,2019,7,중앙동,4736488.6448,148267.50480000005
810,2019,7,천지동,1896999.2910000002,2613.3785000000003
811,2019,7,추자면,1875344.0972000002,16083.218099999998
812,2019,7,표선면,11659249.855499998,109307.481
813,2019,7,한경면,6989529.3445,63080.2466
814,2019,7,한림읍,21841804.3043,363706.8849
815,2019,7,화북동,24614820.7693,569540.2353000001
816,2019,7,효돈동,3711709.6475,24451.351899999994
817,2019,8,건입동,10264450.6247,66752.07679999998
818,2019,8,구좌읍,16864465.6449,198567.22229999996
819,2019,8,남원읍,15255683.556699999,42768.5677
820,2019,8,노형동,53937701.6044,1048983.1497
821,2019,8,대륜동,16594282.546699997,236118.74699999997
822,2019,8,대정읍,16926969.6355,151950.25110000005
823,2019,8,대천동,9108042.2533,104556.09599999999
824,2019,8,도두동,3699238.245700001,4748.9166
825,2019,8,동홍동,18159638.8359,400770.9787
826,2019,8,봉개동,6814846.4332,172005.64539999998
827,2019,8,삼도1동,10952071.1927,72240.9376
828,2019,8,삼도2동,7637489.3751,36247.104600000006
829,2019,8,삼양동,18494843.2269,73184.83170000001
830,2019,8,서홍동,6314302.626599999,61658.855599999995
831,2019,8,성산읍,17488259.8484,55012.543300000005
832,2019,8,송산동,2499637.5295,234.0499
833,2019,8,아라동,36998914.2572,1096689.8485
834,2019,8,안덕면,19688100.002800003,98682.1507
835,2019,8,애월읍,42646845.805599995,306219.9375
836,2019,8,연동,48751473.9194,560037.6939000001
837,2019,8,영천동,5869807.466400001,199136.60960000003
838,2019,8,예래동,8278381.026500001,39124.2629
839,2019,8,오라동,18300858.4945,117623.64560000002
840,2019,8,외도동,11170480.4817,79552.12419999999
841,2019,8,용담1동,7453929.1165,65462.064199999986
842,2019,8,용담2동,18898587.586,396272.11840000004
843,2019,8,우도면,2185723.7621999998,5757.9951
844,2019,8,이도1동,13106048.41,139666.55299999999
845,2019,8,이도2동,53974461.895600006,1283954.2736
846,2019,8,이호동,4953284.5915,13011.667700000002
847,2019,8,일도1동,3090609.7276999997,12722.011900000001
848,2019,8,일도2동,27385797.578,189004.86440000002
849,2019,8,정방동,4561178.2443,11098.099500000002
850,2019,8,조천읍,25256879.4845,146494.4922
851,2019,8,중문동,10923456.7174,55272.3637
852,2019,8,중앙동,4710511.8458,148235.95099999997
853,2019,8,천지동,1872692.2682999999,3658.9710000000005
854,2019,8,추자면,2008165.7761,19674.0406
855,2019,8,표선면,12125152.8953,79395.41040000002
856,2019,8,한경면,7295620.4258,43757.9265
857,2019,8,한림읍,22979234.4124,218751.75359999994
858,2019,8,화북동,24688523.820699997,358680.99010000005
859,2019,8,효돈동,3795451.2587999995,9527.139200000003
860,2019,9,건입동,9207691.3745,66653.9985
861,2019,9,구좌읍,13999861.2511,294203.9649999999
862,2019,9,남원읍,13453039.659299998,46476.9777
863,2019,9,노형동,50835886.846599996,1241654.8164999997
864,2019,9,대륜동,14421817.6301,284120.67079999996
865,2019,9,대정읍,16169675.716199998,148791.03489999997
866,2019,9,대천동,8245760.2711000005,92673.30279999998
867,2019,9,도두동,3173247.4734,1286.4472
868,2019,9,동홍동,17105985.1989,376582.6790999999
869,2019,9,봉개동,5920661.6975,273714.9639999999
870,2019,9,삼도1동,10530383.660699999,40681.1379
871,2019,9,삼도2동,7199141.0287999995,29604.159200000002
872,2019,9,삼양동,17310771.5059,66953.0137
873,2019,9,서홍동,5958546.9102,44063.70390000001
874,2019,9,성산읍,14944635.7883,32106.542
875,2019,9,송산동,2130816.3547,181.35229999999999
876,2019,9,아라동,37026896.98089999,1444887.8059000003
877,2019,9,안덕면,16973953.6171,310386.9354000001
878,2019,9,애월읍,37120314.0247,300239.0460000002
879,2019,9,연동,45765548.5755,488951.223
880,2019,9,영천동,5216550.5767,208384.73820000002
881,2019,9,예래동,6544941.033,15925.664400000001
882,2019,9,오라동,17289501.0129,79603.8143
883,2019,9,외도동,10444578.702599999,53208.74219999999
884,2019,9,용담1동,7362136.6174,78096.82920000001
885,2019,9,용담2동,16705099.1284,419978.2542999999
886,2019,9,우도면,1601141.5897000001,9622.5981
887,2019,9,이도1동,12374650.4188,98331.54449999999
888,2019,9,이도2동,51025548.650000006,1248131.7963999999
889,2019,9,이호동,4277849.0389,6730.799999999998
890,2019,9,일도1동,2876860.5955,9455.8504
891,2019,9,일도2동,26244340.648700003,173362.83130000002
892,2019,9,정방동,4019686.4747,10580.889800000003
893,2019,9,조천읍,21425225.654600002,168586.3124
894,2019,9,중문동,9636441.6907,76760.8039
895,2019,9,중앙동,4386272.817500001,158640.7974
896,2019,9,천지동,1629068.0088000002,3390.8278
897,2019,9,추자면,1669721.9801,15830.7435
898,2019,9,표선면,10644260.8182,84661.538
899,2019,9,한경면,6674040.2515,32935.1961
900,2019,9,한림읍,19802178.5869,311744.7317
901,2019,9,화북동,23881018.128,476866.68570000003
902,2019,9,효돈동,3597095.8148999996,8256.0442
903,2019,10,건입동,9539337.5836,108923.46149999998
904,2019,10,구좌읍,14697113.734499998,304565.53529999993
905,2019,10,남원읍,14498338.5591,39106.15680000001
906,2019,10,노형동,53158127.8062,1553701.8476999998
907,2019,10,대륜동,15844969.911400001,283388.321
908,2019,10,대정읍,16833172.077600002,133759.88689999998
909,2019,10,대천동,8730686.6536,163861.9312
910,2019,10,도두동,3789851.7438999997,4456.957299999999
911,2019,10,동홍동,17742502.322300002,491653.46390000003
912,2019,10,봉개동,6580364.5447,433909.15079999994
913,2019,10,삼도1동,10683155.654800002,89856.43100000001
914,2019,10,삼도2동,7598655.8638,56319.773
915,2019,10,삼양동,17722931.604099996,133219.9738
916,2019,10,서홍동,6224695.636,97968.34210000001
917,2019,10,성산읍,16201346.859699998,59618.11160000001
918,2019,10,송산동,2192441.2593,6771.5943
919,2019,10,아라동,38320053.70910001,2055441.4213
920,2019,10,안덕면,18598318.084900003,284906.8898
921,2019,10,애월읍,39898130.2621,352657.97939999995
922,2019,10,연동,48033656.0423,632998.0548
923,2019,10,영천동,5646722.393800001,237508.22830000002
924,2019,10,예래동,7308814.333400001,12830.306700000001
925,2019,10,오라동,18530726.2995,84842.2787
926,2019,10,외도동,10830389.489799999,50664.1541
927,2019,10,용담1동,7629716.532200001,137757.89669999998
928,2019,10,용담2동,18264605.539,510842.76469999994
929,2019,10,우도면,1767377.4716,19138.126500000006
930,2019,10,이도1동,12690044.9186,108051.97570000002
931,2019,10,이도2동,52479637.698699996,1559495.9901
932,2019,10,이호동,4549488.2014,5009.7212
933,2019,10,일도1동,3076391.3529,10045.929699999999
934,2019,10,일도2동,26486005.2207,190165.17349999998
935,2019,10,정방동,4550630.2049,4666.830600000001
936,2019,10,조천읍,23612910.2593,214480.28230000002
937,2019,10,중문동,10542438.6167,113011.5236
938,2019,10,중앙동,4589828.911699999,143831.41609999997
939,2019,10,천지동,1818211.025,4918.372
940,2019,10,추자면,1827958.5834000004,18698.074800000002
941,2019,10,표선면,11543269.623,92407.623
942,2019,10,한경면,7013029.2424,71295.40740000001
943,2019,10,한림읍,21012760.6655,417682.838
944,2019,10,화북동,24071355.6179,657974.4811
945,2019,10,효돈동,3692752.0932,30747.2295
946,2019,11,건입동,9360032.816,104142.74339999998
947,2019,11,구좌읍,13681052.0092,275729.60530000005
948,2019,11,남원읍,14378212.9494,81890.95709999997
949,2019,11,노형동,52987048.2791,1504479.5588000002
950,2019,11,대륜동,14958247.8623,273330.67250000004
951,2019,11,대정읍,16724447.238999998,158652.83509999997
952,2019,11,대천동,8544774.9489,150633.17090000003
953,2019,11,도두동,3581421.8597,6335.4339
954,2019,11,동홍동,17491467.8035,536212.7956999999
955,2019,11,봉개동,6177551.5241,348215.4728000001
956,2019,11,삼도1동,10838525.695500001,98341.85320000001
957,2019,11,삼도2동,7768402.6976,69802.4156
958,2019,11,삼양동,15980369.0982,131364.87699999998
959,2019,11,서홍동,6141318.1768,93024.49780000001
960,2019,11,성산읍,14777187.204900002,57420.132
961,2019,11,송산동,2124566.0050999997,11164.808299999997
962,2019,11,아라동,38283860.145799994,2167259.6692000004
963,2019,11,안덕면,18259587.514399998,396570.459
964,2019,11,애월읍,38566352.7952,350083.2832
965,2019,11,연동,47673732.0542,743577.8529999999
966,2019,11,영천동,5438642.155100001,237430.1434
967,2019,11,예래동,6712625.18,9080.6221
968,2019,11,오라동,18715133.6327,95611.89619999999
969,2019,11,외도동,10406348.795999998,46686.153300000005
970,2019,11,용담1동,7375636.7004,143765.27409999998
971,2019,11,용담2동,17311587.415799998,530508.7170000002
972,2019,11,우도면,1533781.6064,12208.4495
973,2019,11,이도1동,11080645.657900002,122653.85119999999
974,2019,11,이도2동,51596311.78879999,1697364.9962
975,2019,11,이호동,4419398.0022,4192.601500000001
976,2019,11,일도1동,3268144.3209,8677.4715
977,2019,11,일도2동,26187736.200200003,291011.2124999999
978,2019,11,정방동,4118727.1744000004,14594.596299999997
979,2019,11,조천읍,22924891.644700002,253645.64800000004
980,2019,11,중문동,10296375.133400002,119747.623
981,2019,11,중앙동,4545802.7231,158201.1003
982,2019,11,천지동,1665305.2323000003,233.2247
983,2019,11,추자면,1850349.7696,9631.1737
984,2019,11,표선면,11174290.0381,82622.68290000001
985,2019,11,한경면,6433246.174400001,76460.66910000001
986,2019,11,한림읍,19563184.667999998,471276.50220000005
987,2019,11,화북동,23225677.4669,615262.3464
988,2019,11,효돈동,3702123.8246,36061.6062
989,2019,12,건입동,9708288.138999999,69050.4895
990,2019,12,구좌읍,14114295.750599999,268417.2621
991,2019,12,남원읍,15488042.6568,67112.53920000001
992,2019,12,노형동,54783660.593899995,1380702.0829000003
993,2019,12,대륜동,15610079.6246,189966.1137
994,2019,12,대정읍,16544058.2082,167797.26299999998
995,2019,12,대천동,8986184.4302,172937.99990000002
996,2019,12,도두동,3540725.6235000007,6462.493199999999
997,2019,12,동홍동,18410897.8626,512631.25830000004
998,2019,12,봉개동,6295336.1438,297133.0238999999
999,2019,12,삼도1동,11464324.254500002,111033.13689999998
1000,2019,12,삼도2동,7889599.5449,82755.14290000004
1001,2019,12,삼양동,16652394.363199998,310028.30079999997
1002,2019,12,서홍동,6559126.8313,125219.27680000002
1003,2019,12,성산읍,15543616.0361,76853.51759999999
1004,2019,12,송산동,2192755.1837999998,437.3153
1005,2019,12,아라동,38283656.0659,1740245.7572
1006,2019,12,안덕면,17982841.3798,240320.2939
1007,2019,12,애월읍,39572416.0438,324829.70499999996
1008,2019,12,연동,49612400.145799994,822849.9058
1009,2019,12,영천동,5642323.902000001,197435.00149999998
1010,2019,12,예래동,7165729.5941,8233.162299999998
1011,2019,12,오라동,19717456.2541,137207.1252
1012,2019,12,외도동,10921555.5205,67680.3695
1013,2019,12,용담1동,7658768.7885,159786.4688
1014,2019,12,용담2동,17879014.8554,463477.808
1015,2019,12,우도면,1525811.0751999998,13347.454499999994
1016,2019,12,이도1동,11644961.111899998,130099.14600000001
1017,2019,12,이도2동,52752938.19890001,1553053.2117
1018,2019,12,이호동,4519176.417300001,6001.6078
1019,2019,12,일도1동,3454027.8441999997,8984.8547
1020,2019,12,일도2동,27464875.212899998,364805.8979
1021,2019,12,정방동,4288338.6789,11229.0175
1022,2019,12,조천읍,23352628.124700002,258914.6995
1023,2019,12,중문동,10856092.6442,117296.98310000003
1024,2019,12,중앙동,4799278.1469,138067.2072
1025,2019,12,천지동,1741559.2985,1840.7085000000002
1026,2019,12,추자면,2066576.9481000002,14106.998800000001
1027,2019,12,표선면,11395790.9979,106514.49719999998
1028,2019,12,한경면,6602770.1969,59854.265400000004
1029,2019,12,한림읍,19868338.8111,331971.6523000001
1030,2019,12,화북동,24153346.6745,857884.7427
1031,2019,12,효돈동,4161953.218,29878.254500000003
1032,2020,1,건입동,10087470.0835,37158.0942
1033,2020,1,구좌읍,14693180.643700002,87003.1688
1034,2020,1,남원읍,16048257.4591,85267.35510000003
1035,2020,1,노형동,53974670.712299995,698586.3919
1036,2020,1,대륜동,16435327.991700001,71659.33120000002
1037,2020,1,대정읍,17185246.0198,92030.30529999999
1038,2020,1,대천동,9399393.4377,151575.3068
1039,2020,1,도두동,3699513.7356000002,7377.7717999999995
1040,2020,1,동홍동,19004823.224299997,408943.84420000005
1041,2020,1,봉개동,6193185.911599999,140546.32590000003
1042,2020,1,삼도1동,11853796.850200001,96439.435
1043,2020,1,삼도2동,7696821.367800001,71352.95539999999
1044,2020,1,삼양동,16857589.4121,243082.53739999997
1045,2020,1,서홍동,6969323.514599999,77893.31700000001
1046,2020,1,성산읍,16405451.434,41794.5251
1047,2020,1,송산동,2484243.4332999997,2516.3356
1048,2020,1,아라동,36465542.2778,541589.1754000001
1049,2020,1,안덕면,17881804.9573,382354.2891
1050,2020,1,애월읍,40149864.33450001,246523.6688
1051,2020,1,연동,49059167.351900004,588521.6447000001
1052,2020,1,영천동,5594047.615900001,72645.0813
1053,2020,1,예래동,7630430.046599999,19441.065400000003
1054,2020,1,오라동,19809329.226900004,141020.3907
1055,2020,1,외도동,11376017.9656,72358.3513
1056,2020,1,용담1동,7920898.6253,78403.80249999998
1057,2020,1,용담2동,18900016.0492,217045.8616
1058,2020,1,우도면,1508901.1567000002,10595.3417
1059,2020,1,이도1동,11823707.424200002,118007.85450000002
1060,2020,1,이도2동,54037775.789100006,1084328.6612
1061,2020,1,이호동,4669558.111199999,5997.3832
