,Unnamed: 0,base_date,emd_nm,em_g,korean_resd_pop_cnt,korean_work_pop_cnt,korean_visit_pop_cnt,longtermfrgn_기타_visit_pop_cnt,longtermfrgn_아시아_visit_pop_cnt,longtermfrgn_기타_resd_pop_cnt,longtermfrgn_아시아_resd_pop_cnt,간식_cnt,농축수산물_cnt,마트/슈퍼마켓_cnt,배달_cnt,식품_cnt,아시아음식_cnt,양식_cnt,주점및주류판매_cnt,패스트푸드_cnt,한식_cnt,부페_cnt
55,55,2021-08-25,오라동,1903430.9,290416.3,38769.824,275155.0,107.59919,3689.7546,23.439205,2455.0532,218.78537,74.2255,1180.4016,222.49165,427.31235,137.68263,33.55531,33.480873,184.66597,1382.6395,-0.51092815
56,56,2021-08-26,오라동,1878561.6,292725.28,38542.6,276890.75,114.92681,3288.523,19.998577,2485.9502,218.42767,85.90875,1150.8518,228.82372,413.70306,122.05445,35.473465,31.243282,189.11876,1337.0874,-0.010894686
57,57,2021-08-27,오라동,1729276.1,285226.72,38953.0,280139.16,121.8611,3223.1692,7.833591,2457.2805,278.885,81.84481,1122.9049,250.96065,394.42126,140.00662,37.370487,28.106647,218.77731,1436.765,3.0317147
58,58,2021-08-28,오라동,1900842.6,312900.8,28252.574,266571.75,120.539185,3345.8372,27.039444,2630.648,270.17636,96.01261,1243.4691,314.84552,434.07364,179.86047,51.321873,34.26342,287.2384,1419.0698,0.0022881478
59,59,2021-08-29,오라동,2237142.5,330849.53,25274.6,245133.16,125.468956,3216.3743,40.491547,2785.2493,214.53484,58.148647,1238.6478,375.1536,409.8512,122.316765,53.1252,30.02493,234.54887,1166.0577,0.018293336
60,60,2021-08-30,오라동,1965658.8,301054.56,38423.88,266526.1,91.82478,3283.8767,38.672497,2629.63,255.84465,69.71485,1165.0933,173.58583,410.6831,100.91747,31.283129,17.926996,193.19739,1199.8682,2.015509
61,61,2021-08-31,오라동,1850283.2,301361.66,40422.566,267582.6,93.502686,3473.2952,34.40196,2804.4397,261.77353,82.24364,1116.1875,167.09402,405.08667,116.859245,33.371124,24.379356,171.63991,1258.4767,-0.17740488
0,0,2021-07-01,연동,6545959.5,1066744.2,121882.39,469477.16,342.07202,12651.782,1253.5582,52860.625,841.8338,250.9347,3848.9648,1374.9005,1024.5013,300.05768,133.63498,122.254555,537.48755,3811.1294,4.7879505
1,1,2021-07-02,연동,6022808.0,1038540.9,122899.234,503796.66,491.73416,12913.6,1202.3027,51489.04,825.9748,269.55856,3887.0747,1437.5613,1027.8429,371.41086,142.07262,144.66916,517.9269,4213.8516,2.0854788
2,2,2021-07-03,연동,6374226.0,1056568.8,76975.05,480330.38,592.7468,11459.843,1230.7031,51632.727,881.978,312.81314,4283.681,1628.6785,1142.8688,423.76382,152.68146,131.65898,590.13,4484.106,2.5251489
3,3,2021-07-04,연동,6979907.0,1081499.4,64686.832,456238.5,638.056,10970.948,1235.1486,52683.035,776.2525,213.16304,4184.0127,1692.2732,1041.133,449.28015,159.93382,111.29966,553.7082,4066.0042,5.4259915
4,4,2021-07-05,연동,6130202.5,1069239.9,115141.72,497875.7,574.46954,12207.174,1196.6981,53247.293,737.6693,216.27565,3716.0305,1326.8262,964.1601,281.6318,97.31372,93.05507,427.3289,3677.8406,1.5848949
5,5,2021-07-06,연동,5844818.5,1049441.8,123224.25,509019.62,555.4384,12350.026,1133.9412,53191.94,800.9974,264.96927,3623.213,1181.4147,939.46826,339.86383,110.277176,110.475044,446.00754,3935.9502,2.0694587
6,6,2021-07-07,연동,5934795.0,1059007.2,120149.34,523027.28,556.2008,12104.709,1138.4541,53328.12,819.7436,265.08072,3580.8616,1288.7644,993.172,347.6663,127.225266,112.17688,448.2951,3984.521,3.2961118
7,7,2021-07-08,연동,6409676.5,1053658.1,122879.945,529153.0,482.59705,12860.683,1107.7947,53237.39,771.76685,240.59708,3387.7312,1217.8933,903.86475,289.68954,117.04455,105.94384,418.88644,3870.8708,-0.3168103
8,8,2021-07-09,연동,6331271.5,1044389.44,123325.99,533104.7,467.27643,13104.293,1156.9612,53367.89,789.07556,244.39723,3348.808,1322.5498,934.9053,353.35037,125.48465,129.57033,481.13736,4122.666,4.4270754
9,9,2021-07-10,연동,6565598.0,1057168.5,78312.58,514341.9,523.26715,11983.12,1175.553,53062.34,888.8509,266.48294,4218.694,1587.4547,1019.1507,398.55356,190.10048,132.30478,624.1276,4431.3174,10.530275
10,10,2021-07-11,연동,7090314.5,1102334.0,63018.23,487191.0,551.911,12736.117,1214.5708,54723.176,723.0506,169.58174,3933.6672,1759.3849,927.54407,425.42575,160.60364,105.89904,618.39343,3767.7861,2.3103426
11,11,2021-07-12,연동,6491066.0,1051398.1,125233.52,537262.25,527.87036,14241.746,1150.6917,55335.94,768.22015,212.33115,3637.9631,1137.8151,859.5276,273.02658,127.094864,85.20752,462.46268,3632.3843,3.0664988
12,12,2021-07-13,연동,6456423.5,1020353.75,125040.22,548214.4,514.4499,14791.484,984.29095,53738.63,782.90393,240.65585,3548.2036,990.93976,831.67725,373.4643,129.14076,109.19467,583.7067,3814.237,0.39971143
13,13,2021-07-14,연동,6485075.0,1047666.2,124165.73,559714.1,506.172,14226.166,1046.3524,54532.5,717.5392,226.95332,3531.0896,1189.0492,849.6846,291.05493,133.29846,126.62825,524.25653,3579.2915,2.5051632
14,14,2021-07-15,연동,6381805.5,1054863.1,130345.1,550274.44,551.6047,15160.088,1036.7637,54598.266,656.9828,202.7339,3279.4172,1108.4357,741.1804,257.8296,101.07501,88.22104,446.46265,3370.9224,-1.210623
15,15,2021-07-16,연동,6691276.0,1040633.9,129779.91,540078.44,601.8883,14546.467,1092.6227,54673.46,724.47595,233.51907,3603.2478,1177.2522,822.31903,376.91876,93.64805,119.25956,568.20056,3793.6282,0.73705673
16,16,2021-07-17,연동,6417251.5,1057847.0,82359.664,501543.0,600.768,13895.753,1134.1112,54292.83,776.85925,250.41626,3835.3098,1417.3651,991.71985,382.9293,152.34418,128.4772,658.94507,4097.666,5.9382463
17,17,2021-07-18,연동,6516141.0,1131800.2,60631.17,465283.4,698.2925,13598.347,1214.4517,55502.25,622.16174,146.41737,3516.5247,1753.0356,866.68225,310.59982,127.855576,82.1415,561.281,3095.7727,-1.9653025
18,18,2021-07-19,연동,6792069.0,1039270.4,117506.12,502814.28,644.0133,14634.31,1071.0593,51636.926,757.0346,200.37987,3696.6785,1127.5883,891.7111,278.29727,101.08938,100.12574,439.27866,3673.1128,0.77354074
19,19,2021-07-20,연동,6199169.5,1029702.2,123843.74,499895.84,589.58954,14668.459,1027.2516,51610.703,748.4984,232.4344,3702.1968,1130.1941,876.3885,304.03717,118.86459,80.6545,429.7167,3691.9126,5.5165334
20,20,2021-07-21,연동,6014048.0,1038494.6,125242.24,508915.56,575.4448,15042.629,1029.3141,52667.4,758.0283,220.987,3602.9688,1127.5358,922.3092,355.69446,122.52764,58.01466,480.4825,3699.3289,3.7584102
21,21,2021-07-22,연동,5922918.5,1037371.44,125410.36,508417.22,518.5052,15805.406,1024.8403,52657.28,797.0516,217.79533,3626.152,1165.679,943.25433,337.8054,114.766396,82.433395,507.57675,3753.686,-0.2913186
22,22,2021-07-23,연동,5675985.0,1032962.7,124044.945,511010.25,455.9931,15736.86,1068.7294,52453.586,839.07355,238.91563,3794.8333,1389.0975,943.77606,339.3374,114.932625,139.94237,521.24084,3924.699,0.78505784
23,23,2021-07-24,연동,6133093.5,1064622.2,74653.9,472105.38,481.03586,15514.978,1105.6798,52793.27,894.654,273.8313,3644.0452,1569.412,1171.1157,379.2768,138.85458,111.58895,691.0882,4080.098,0.49729437
24,24,2021-07-25,연동,7149825.5,1095900.9,66680.43,437500.84,498.2757,14864.321,1178.111,53277.81,759.3814,163.82576,3799.8337,1690.3333,1028.5812,424.09744,116.10313,77.89649,622.5321,3471.393,8.192484
25,25,2021-07-26,연동,6222403.0,1055441.5,120821.19,467124.75,440.76495,15986.77,1059.9307,52709.26,818.9104,255.18214,3643.135,1203.0776,1011.3589,240.95932,85.4822,85.46982,510.68558,3425.8418,3.3013775
26,26,2021-07-27,연동,6021473.5,1086233.1,133750.08,416038.9,265.84677,11846.65,1359.0178,55142.254,842.3951,236.79703,3690.8057,1254.7726,921.273,310.72244,99.92939,81.28116,453.623,3618.6035,2.191821
27,27,2021-07-28,연동,6185030.0,1077166.0,131697.61,433433.8,217.31487,11880.47,1372.764,55441.855,818.3116,277.78156,3665.466,1219.4683,955.192,366.22208,109.54882,79.962456,476.3041,3782.2844,0.081422925
28,28,2021-07-29,연동,6279458.0,1099087.6,126625.266,429089.4,147.04868,11626.649,1422.9845,55883.61,799.1225,269.72708,3869.6,1314.2181,976.4154,320.83975,117.32149,73.06557,558.6172,3773.7856,5.4270525
29,29,2021-07-30,연동,6288099.5,1081332.9,131969.94,449798.12,252.78984,12069.066,1397.0963,55635.297,811.23346,262.96487,3678.9329,1451.3237,1002.40845,391.64874,149.04852,118.01838,573.33234,4147.461,1.3571763
30,30,2021-07-31,연동,6514403.0,1091684.6,80404.625,424022.03,288.0274,11222.385,1363.5822,55625.87,758.2191,246.60991,4061.9458,1596.789,1071.709,405.417,181.07016,116.79649,630.509,4141.4,0.6520048
31,31,2021-08-01,연동,6990305.5,1131263.0,70284.9,397340.03,268.17212,10115.221,1431.5052,56361.36,717.558,158.96106,3896.3088,1808.3353,978.3864,401.56506,142.03014,73.27091,580.4953,3491.751,3.174725
32,32,2021-08-02,연동,6418218.5,1089917.4,126544.016,442924.0,198.71442,11579.119,1440.5508,55908.98,746.88654,241.99411,3661.2405,1324.8978,989.36554,295.82697,87.70801,120.267204,417.31586,3497.2812,4.2377768
33,33,2021-08-03,연동,5937077.5,1077265.9,129949.26,440434.53,194.5832,11283.918,1374.5521,56056.28,786.676,253.0964,3631.9468,1348.0713,978.1833,289.78088,106.978676,120.94009,430.05676,3667.82,8.241434
34,34,2021-08-04,연동,5958657.0,1080821.6,127660.266,444380.28,151.33267,12297.909,1409.2179,55828.875,764.5947,251.90437,3522.6958,1371.1027,966.18854,363.56857,109.9343,96.70591,392.18045,3759.94,0.20572037
35,35,2021-08-05,연동,6366178.5,1087936.6,122351.12,441136.56,137.56557,12719.549,1384.6859,55056.992,697.27234,227.48828,3455.7253,1324.1295,926.2676,264.7735,91.0476,87.86031,386.03433,3399.954,-0.10360986
36,36,2021-08-06,연동,6405472.0,1088884.9,124656.43,452137.78,242.80501,13254.14,1452.8848,55339.54,789.3125,260.53934,3371.3186,1549.5042,1032.8231,328.19385,89.6006,112.21822,495.09488,3826.8433,0.02341628
37,37,2021-08-07,연동,6914869.5,1103168.1,77329.39,434034.94,257.49823,13048.689,1511.8197,55234.176,823.04645,331.44272,4242.62,1725.8413,1154.4752,350.5002,123.85419,97.74586,585.49603,3829.8445,-0.43730468
38,38,2021-08-08,연동,7347125.5,1128234.8,67199.85,406399.3,254.59943,12478.874,1565.4513,56120.74,739.4961,215.32564,3981.541,1810.9485,1057.18,330.88742,116.96333,72.699814,586.36646,3278.337,0.45260906
39,39,2021-08-09,연동,6129516.5,1096791.0,122772.32,449306.84,257.15002,13275.8545,1682.7615,56231.574,752.2189,252.11568,3718.901,1382.965,960.6277,239.49136,80.19019,76.24431,464.2935,3246.0566,2.1710923
40,40,2021-08-10,연동,5964440.0,1087024.5,121529.06,446863.1,265.77127,13252.2295,1627.6418,55594.7,721.45636,241.44623,3531.6333,1363.574,907.7267,275.72382,79.887634,55.686916,494.39966,3216.2773,-0.9733984
41,41,2021-08-11,연동,5909111.5,1104894.1,121187.85,442115.94,214.97319,12951.997,1600.4194,54489.336,737.62714,263.94983,3508.253,1420.5522,950.6587,242.71806,63.43823,86.11593,440.97958,3118.4097,0.09151906
42,42,2021-08-12,연동,6584606.5,1102720.9,120321.2,442752.03,316.1256,14228.806,1549.6012,54682.31,794.196,279.77072,3676.8965,1516.7473,972.18414,270.98303,45.298622,58.8643,515.02014,3242.7156,-0.20306736
43,43,2021-08-13,연동,6327759.5,1121271.5,103421.04,413665.7,297.89328,14216.556,1592.6931,55032.38,805.2181,273.54764,3763.9065,1747.9948,1008.6722,299.85394,71.84338,32.539356,565.224,3127.3074,-0.011143386
44,44,2021-08-14,연동,6981855.5,1135042.5,70350.94,384425.6,291.9528,13503.127,1643.1772,55014.25,759.1873,280.0529,3893.265,1868.7821,1093.754,320.7642,92.019684,41.290806,487.10507,2906.9941,-0.052320063
45,45,2021-08-15,연동,7013619.0,1177526.5,59862.902,358464.3,315.71848,11970.922,1775.7393,56204.56,697.67053,206.23067,3874.25,2043.6439,1020.3313,291.31116,76.418884,28.71141,487.4458,2480.9902,-0.255315
46,46,2021-08-16,연동,6526304.5,1110377.5,108534.46,416068.03,306.46857,13963.771,1696.0734,55654.832,725.6019,232.57709,3805.2244,1500.7028,982.4626,240.20744,74.072525,50.558464,467.2004,2889.9688,0.6382522
47,47,2021-08-17,연동,5978140.5,1103764.5,111371.74,417609.72,350.62805,14770.01,1594.1102,54565.242,704.7208,224.29097,3580.2363,1520.6226,916.4298,283.82584,69.669174,36.92015,467.02408,2882.58,-0.12044221
48,48,2021-08-18,연동,5992969.0,1103927.8,110889.08,408151.78,307.55496,15552.534,1565.5363,54172.637,850.7339,243.68004,3695.3035,1446.6957,983.4494,306.8688,38.554802,47.412167,531.88226,2944.891,-0.006533265
49,49,2021-08-19,연동,6145379.5,1104640.2,101954.56,406667.53,312.71152,16881.637,1665.9613,52914.29,1211.4462,277.03268,4477.2803,1859.2012,1162.864,316.03333,90.66786,78.244774,697.2904,3326.1694,-0.9698865
50,50,2021-08-20,연동,6325166.5,1128629.0,63154.375,387377.03,301.8861,15543.087,1684.4783,53683.13,965.64044,257.94955,4191.8657,2086.7332,1082.2214,313.7135,137.38084,36.054375,638.8352,3078.9272,1.5787456
51,51,2021-08-21,연동,6945907.5,1121293.6,67240.23,390100.4,323.7151,14909.446,1612.8035,54635.418,735.3241,273.24817,3705.4219,1766.6152,1048.0221,335.66464,98.363846,24.217386,533.885,2837.0325,4.8219028
52,52,2021-08-22,연동,6169033.5,1189437.8,63300.457,375640.9,317.66867,14546.128,1799.09,56971.5,608.58276,202.94293,3540.6812,1935.5117,951.3103,217.00734,45.00516,22.956871,441.81857,2029.5695,0.05378306
53,53,2021-08-23,연동,6878091.0,1108873.8,107330.12,412617.1,240.93198,14918.504,1645.627,53986.965,759.5831,258.6033,3893.009,1596.5685,1022.34326,234.21414,81.58638,35.960453,428.93817,2856.2668,0.5957034
54,54,2021-08-24,연동,5432637.5,1117215.4,108986.125,416513.0,208.0552,15248.073,1643.0986,53047.965,752.4219,254.93066,3566.064,1700.1437,992.74744,260.67413,66.743774,30.282534,422.31244,2746.5955,-0.37546903
55,55,2021-08-25,연동,4773408.0,1136091.1,109661.96,405208.16,210.63931,16043.355,1603.6531,55290.484,733.97375,237.74391,3460.0437,923.263,843.4848,211.5185,41.20485,63.646206,450.03104,2511.7173,0.030370355
56,56,2021-08-26,연동,5964428.5,1132758.0,96483.18,403856.72,342.96222,17774.404,1773.4636,55793.84,1222.8506,368.65524,4653.9644,1252.5544,1224.1378,256.0081,58.41751,94.96647,760.0147,3002.4763,-0.25322765
57,57,2021-08-27,연동,5808336.5,1114383.4,72954.016,402271.78,323.47684,16422.07,1637.6436,54495.273,978.8952,302.36624,4268.0547,1535.1956,1057.3802,279.0204,120.66155,61.021893,658.55414,3017.7036,1.9481862
58,58,2021-08-28,연동,6542322.5,1122872.2,66050.76,391852.5,309.99713,15374.673,1665.2983,54825.223,802.3188,282.87488,3938.229,1592.192,1032.9119,315.0303,105.26962,44.430676,564.9933,2767.57,2.5456607
59,59,2021-08-29,연동,5918154.5,1166885.1,67643.58,381236.0,315.53726,14695.243,1812.9719,56452.574,693.3139,209.93292,3692.188,1692.7289,915.7584,221.13448,63.454784,31.232449,491.82504,2132.8352,-0.3940633
60,60,2021-08-30,연동,6550574.5,1091900.4,107782.375,427437.44,278.31363,15402.514,1646.1448,53704.867,785.84875,263.92334,3887.2324,1419.2836,928.49225,216.7016,86.40523,41.893818,449.48016,2813.8945,0.53207844
61,61,2021-08-31,연동,5470501.5,1092342.2,106532.555,432589.28,261.9539,15635.174,1611.1141,52277.35,804.077,269.79013,3715.977,1516.3514,965.1173,244.65654,83.20166,34.554058,453.1031,2826.0078,-0.91044694
0,0,2021-07-01,노형동,8020925.0,1263645.0,110730.375,417557.94,265.7818,14545.522,1192.7369,34302.027,1451.7136,542.32416,5617.527,1193.9885,1615.5621,300.05466,80.67394,92.75309,878.6069,3439.7544,1.3603328
1,1,2021-07-02,노형동,7893393.5,1236423.1,111338.01,440439.56,305.8393,15350.095,1240.6323,33116.586,1452.5225,560.9378,5561.8154,1527.3069,1451.3597,401.21344,136.23367,111.28152,900.2128,4151.224,2.3939774
2,2,2021-07-03,노형동,7669594.5,1259825.1,81182.81,422605.6,296.08743,16151.029,1115.3744,33043.305,1369.8822,550.337,5351.4194,1730.3138,1524.5513,424.85397,170.29582,108.20879,942.0544,4246.3994,-1.1924328
3,3,2021-07-04,노형동,7945770.5,1311509.4,68912.336,384104.1,291.17648,14381.176,1080.6941,34428.824,967.9772,295.68588,4606.686,1689.1906,1313.4164,360.53452,160.8548,65.01357,866.57086,3476.226,-2.4392514
4,4,2021-07-05,노형동,8626365.0,1278681.4,103800.73,400637.4,276.90128,14774.142,1052.5625,34265.723,1063.7428,420.37857,4649.197,1436.5192,1341.8243,288.35144,112.56846,54.288628,710.4077,3541.6726,-1.8891809
5,5,2021-07-06,노형동,8144329.0,1210786.6,126808.086,431947.97,248.78723,14153.2705,1011.58655,32597.691,1177.7423,576.38586,4920.682,1393.303,1403.163,352.17426,151.20108,71.40464,707.96954,4294.8335,2.5123663
6,6,2021-07-07,노형동,6975739.0,1203260.9,127234.28,426732.94,189.42033,12568.048,1090.1442,32864.02,1133.8832,561.62866,4749.466,1157.6935,1463.4526,393.47394,128.19307,67.34126,661.553,4218.9106,0.544115
7,7,2021-07-08,노형동,7083416.0,1227067.2,109729.24,421015.7,235.84183,13928.597,1155.6022,33064.832,1207.7769,498.75262,4955.384,996.88855,1492.3995,331.7397,74.521576,85.96601,747.5851,3689.56,0.54968977
8,8,2021-07-09,노형동,7014663.5,1196748.6,118620.914,454884.8,326.02255,14599.846,1216.9131,32486.973,1304.484,555.59467,4927.288,1423.5681,1383.8762,387.55728,99.42827,127.56516,837.83356,4357.9575,5.917497
9,9,2021-07-10,노형동,7479839.5,1195602.9,90334.44,452785.62,307.33893,14798.794,1071.6437,31519.465,1345.2135,585.00775,5718.461,1483.3247,1600.1229,477.6811,175.99237,129.42833,921.24774,4948.338,-0.8158523
10,10,2021-07-11,노형동,8124369.5,1231365.8,72175.63,396498.5,225.42621,12532.899,1026.0698,32209.135,1017.4034,340.7774,5228.2397,1552.4213,1421.2537,470.1372,201.10016,109.16952,894.129,4555.9937,0.756842
11,11,2021-07-12,노형동,7310420.5,1201788.2,118346.33,417433.72,235.79045,12897.793,1055.3523,33367.113,1059.9452,468.36578,4811.126,1191.0651,1330.5664,304.54117,97.71473,78.41179,663.56726,3968.971,-2.1533098
12,12,2021-07-13,노형동,7244521.0,1191903.4,130394.375,432821.9,235.63239,12627.12,1060.6979,34250.34,1098.1556,552.43567,4935.0024,1318.0345,1341.0011,355.8123,119.167435,86.1395,665.1613,4223.7944,3.122766
13,13,2021-07-14,노형동,7233237.0,1197542.4,121191.984,425619.0,233.17567,12706.219,1133.6534,34217.95,1097.1516,518.5374,4928.2207,1330.2043,1400.4476,338.85727,92.16165,91.31625,656.5826,3997.871,-0.026775375
14,14,2021-07-15,노형동,7297210.5,1217805.1,115848.336,419453.1,310.15396,12921.358,1143.9343,34369.152,1088.0099,442.36,4672.6313,1188.1035,1265.8541,324.10562,81.99916,110.59182,719.5674,3794.8103,2.053744
15,15,2021-07-16,노형동,7999216.5,1200277.0,124208.2,444431.94,392.71936,14747.946,1165.8651,33897.82,1184.777,558.1188,5246.158,1568.1416,1470.7173,397.55466,123.8566,100.42458,756.2795,4493.4766,0.94855046
16,16,2021-07-17,노형동,7713017.0,1227087.9,93376.27,442046.03,402.6743,15149.962,1102.8677,34209.86,1249.6846,617.7893,5609.417,1749.0543,1638.7338,418.60016,164.5383,106.294365,848.53656,4640.5312,0.46988988
17,17,2021-07-18,노형동,8705695.0,1280254.1,66279.42,382771.2,293.49976,13491.992,1133.616,34463.5,944.819,364.0592,5240.7256,1901.1188,1474.6552,389.9755,170.78471,62.738827,799.6721,3720.0535,-1.1873264
18,18,2021-07-19,노형동,7669118.0,1193106.9,119002.29,433839.88,215.75946,13590.768,1116.0507,33879.57,1142.0533,529.22675,5185.383,1248.8336,1447.4918,302.75348,88.064926,68.38725,626.01385,3752.9143,-1.3589685
19,19,2021-07-20,노형동,7353031.5,1181506.5,126770.875,443587.16,288.49084,14064.988,1070.3934,34027.574,1189.8457,549.9093,5033.805,1321.969,1389.7124,346.68286,133.67043,85.39397,659.3434,4175.063,2.3828416
20,20,2021-07-21,노형동,6802402.5,1189145.8,120252.44,430159.97,307.09924,13760.929,1140.1543,33504.906,1113.9225,499.18402,4737.2256,1214.4446,1346.6355,326.70883,103.728424,85.9505,673.6517,3959.2812,1.2598847
21,21,2021-07-22,노형동,7852979.5,1193415.5,122208.09,449633.34,335.43314,15100.666,1238.0667,33768.305,1263.5404,534.9056,5250.469,1437.2736,1436.0114,399.43777,127.8991,105.3755,793.53046,4360.7334,1.3176651
22,22,2021-07-23,노형동,7899174.5,1190615.6,118651.93,476468.03,356.71295,17158.691,1249.3363,33744.855,1426.3877,558.32776,5417.3213,1755.6068,1530.3011,476.9482,177.9098,131.95163,909.7242,4747.8057,1.796695
23,23,2021-07-24,노형동,7649445.0,1203035.5,85130.58,450041.94,293.96094,17110.871,1100.094,32137.135,1293.8693,548.75995,5252.9937,1816.4988,1657.8876,501.11853,211.27527,145.50339,937.37213,4836.5264,-1.2625201
24,24,2021-07-25,노형동,8056231.0,1243125.9,71940.734,410443.62,319.74796,14810.63,1066.5101,32472.404,963.25055,325.69,5084.031,1718.0819,1476.8359,409.35938,228.9422,93.7605,882.44574,4110.9116,-1.39812
25,25,2021-07-26,노형동,8505042.0,1172692.8,126796.18,455052.28,395.13834,15356.507,1046.2046,31859.104,1187.4052,581.96936,5228.2734,1118.0394,1540.7135,342.19156,143.0033,104.02638,663.43164,4408.956,0.5650872
26,26,2021-07-27,노형동,8197670.0,1162026.0,126732.03,473314.34,385.85168,14820.505,1014.2505,31832.098,1217.3726,720.219,5478.119,1259.8475,1617.8097,423.90598,170.07602,109.35906,663.51794,4583.978,1.9353119
27,27,2021-07-28,노형동,8024399.0,1197576.6,107833.93,429679.12,277.0392,13984.443,1100.9462,31925.865,1328.683,580.2627,5443.71,969.86804,1839.7622,388.18073,92.93566,87.43084,755.1842,3719.1738,-0.85728294
28,28,2021-07-29,노형동,7518157.0,1214558.9,100625.71,414183.88,308.74362,13312.611,1186.3147,33011.465,1179.7241,431.94446,4908.7397,1073.1908,1327.3533,284.2679,88.79284,122.67499,779.74554,3105.4927,3.2207835
29,29,2021-07-30,노형동,8038690.0,1187560.9,102982.55,438334.94,405.48367,13634.217,1100.0096,32507.518,1051.2122,374.20367,4781.1177,1292.3052,1204.7352,412.60248,171.61212,124.32977,857.0263,4056.2556,0.6435592
30,30,2021-07-31,노형동,7720717.5,1199809.6,83544.21,431332.3,365.04736,13515.485,1044.7645,31093.6,1173.4595,434.09286,4943.7476,1450.3868,1415.0918,534.29535,225.32,156.40245,941.7971,4966.677,0.1079151
31,31,2021-08-01,노형동,8275549.0,1224523.1,72674.59,394991.9,364.58307,12011.94,1090.0735,31375.773,948.29254,229.4944,4904.08,1500.2695,1239.9535,475.29504,238.23404,142.77348,900.4704,4626.8677,0.296257
32,32,2021-08-02,노형동,8079307.0,1151680.8,125903.03,448606.3,430.84088,13807.871,1015.08716,31041.324,1145.8955,502.97025,4998.4746,999.1652,1399.185,365.59625,138.20436,109.93962,636.7285,4488.207,-0.30218428
33,33,2021-08-03,노형동,8213285.0,1137015.2,122664.95,470764.6,450.90866,14587.444,958.6352,30547.309,1174.9309,648.98645,5325.9146,1125.1707,1547.2285,464.78967,189.0061,119.83033,695.93616,4823.4077,0.03512524
34,34,2021-08-04,노형동,7354967.0,1178599.4,116720.95,423968.56,352.21695,12896.84,1049.2892,31380.658,1238.555,536.87604,5264.2812,1030.4749,1635.0919,441.21173,131.62848,94.197266,693.1142,4304.4717,1.0492334
35,35,2021-08-05,노형동,6952486.5,1201286.6,115547.85,418585.9,426.17422,13089.061,1037.8287,33319.098,1093.0979,411.07144,4676.011,1091.5365,1176.0159,356.0577,97.80232,112.12278,685.0746,3912.5098,1.2315353
36,36,2021-08-06,노형동,7564897.5,1170666.2,118943.79,449284.4,427.5225,13364.052,979.7253,32325.412,1221.5157,517.2903,5061.332,1360.708,1444.7043,496.01422,177.36583,132.02374,838.03284,5049.1553,-1.2636919
37,37,2021-08-07,노형동,7415991.5,1189893.2,84574.69,419647.44,360.85812,12563.843,875.0797,31382.623,1239.378,541.58936,5153.1406,1383.5146,1604.7511,510.38412,208.64815,156.4447,917.56964,5262.129,0.9738624
38,38,2021-08-08,노형동,8257433.5,1218509.0,69507.0,372666.38,405.10706,11951.771,886.2292,31537.84,984.4161,231.92223,5135.301,1441.2887,1427.2661,458.25507,220.72807,126.337204,906.6155,4638.0503,1.2085265
39,39,2021-08-09,노형동,7726352.0,1154301.2,121315.734,443293.53,378.23276,14475.482,972.2984,32168.637,1142.534,514.8217,5081.2944,957.55334,1456.4193,347.87897,139.73015,108.495865,647.14856,4405.3257,-0.8338032
40,40,2021-08-10,노형동,7842519.0,1147009.0,121250.52,460671.8,428.92584,14813.6,948.2685,31606.352,1116.9403,535.166,5076.1055,1056.449,1422.035,420.09662,178.49165,116.064186,669.9072,4685.9243,-1.1353507
41,41,2021-08-11,노형동,6996210.0,1155130.5,122454.87,452672.84,416.46094,14636.954,1030.5845,31434.314,1103.6969,507.49686,4910.137,1113.018,1439.9888,410.5438,144.46315,112.22049,680.9878,4599.728,-0.8896847
42,42,2021-08-12,노형동,6951293.5,1181525.6,120002.04,448476.16,430.42722,15037.59,1051.1879,32686.393,1070.4038,445.60327,4720.5425,1203.4866,1245.3193,375.82562,111.13193,108.29721,690.84546,4405.199,1.4516349
43,43,2021-08-13,노형동,7672206.0,1162970.0,121253.25,469280.34,457.1821,15504.0,977.61084,32209.396,1233.2567,528.2837,4800.9478,1421.9066,1499.5632,503.35535,184.6559,140.17265,822.2328,5196.939,0.8987475
44,44,2021-08-14,노형동,7649431.5,1180020.5,84672.305,453940.5,366.28757,15416.899,867.1049,31823.766,1252.9423,594.9711,5552.266,1479.9097,1733.6448,519.901,235.50839,174.21684,952.81586,5504.089,-0.40016562
45,45,2021-08-15,노형동,8573056.0,1211600.1,70817.734,402057.34,357.32858,13366.652,855.2923,32187.846,984.31506,306.71008,5433.6924,1490.7091,1522.5153,455.17587,216.9078,117.66078,891.3656,4643.9854,0.88614607
46,46,2021-08-16,노형동,8046800.5,1156041.5,129484.73,456019.66,459.9546,15623.466,997.9049,32316.246,1142.6224,527.1667,5170.6133,1024.4714,1470.7527,357.67368,138.11452,115.52866,645.4558,4404.2573,-1.4112655
47,47,2021-08-17,노형동,7937377.0,1156074.8,134178.66,477528.1,531.2056,16731.92,958.31256,32565.744,1135.4071,485.50668,5054.2847,1107.4244,1415.7106,447.7256,164.00974,113.45283,666.4881,4632.573,-0.39169997
48,48,2021-08-18,노형동,7213722.5,1184392.0,137017.95,458928.53,493.27783,16433.516,1042.4036,33005.71,1100.8851,463.84576,4863.0234,1199.8569,1378.2172,435.12088,134.90123,111.722176,660.2509,4586.9756,0.054097325
